,X,RefNum,agerange,age,job,marital,education,balance,housing,loan,month,date,duration,deposit,lead,product,qualified,contacted,won,loanvalue,NPS,contacted_and_won,qualified_and_contacted,lead_and_qualified
589,589,10024055,18-30,30,technician,single,secondary,0,yes,no,january,1/1/2018,369,52.94,1,mortgage,1,1,1,2457,9,1,1,1
590,590,10024056,31-40,37,blue-collar,married,primary,-325,yes,no,february,2/1/2018,112,52.68,1,mortgage,1,1,1,3678,9,1,1,1
591,591,10024057,31-40,36,technician,single,secondary,-15,yes,no,march,3/1/2018,341,52.94,1,mortgage,1,1,1,9765,9,1,1,1
592,592,10024058,31-40,38,technician,married,secondary,581,yes,no,april,4/1/2018,79,388.683437366575,1,mortgage,1,1,1,7543,9,1,1,1
593,593,10024059,41-60,41,admin.,divorced,primary,4070,yes,no,may,5/1/2018,140,158.42,1,mortgage,1,1,1,6895,9,1,1,1
594,594,10024060,41-60,48,retired,married,secondary,74,no,yes,june,6/1/2018,315,29.49,1,mortgage,1,1,1,7632,9,1,1,1
595,595,10024061,41-60,55,services,divorced,secondary,141,yes,no,july,7/1/2018,262,32.34,1,mortgage,1,1,1,9753,9,1,1,1
596,596,10024062,18-30,28,services,divorced,secondary,89,no,no,august,8/1/2018,174,58.46,1,mortgage,1,1,1,6895,9,1,1,1
597,597,10024063,41-60,54,services,married,secondary,0,yes,yes,september,9/1/2018,138,58.46,1,mortgage,1,1,1,7632,9,1,1,1
598,598,10024064,18-30,30,blue-collar,married,secondary,450,no,no,october,10/1/2018,526,107.82,1,mortgage,1,1,1,9753,9,1,1,1
599,599,10024065,41-60,48,technician,married,tertiary,310,no,yes,november,11/1/2018,135,52.94,1,mortgage,1,1,1,4853,9,1,1,1
600,600,10024066,31-40,31,self-employed,married,secondary,0,yes,no,december,12/1/2018,36,23.035,1,mortgage,1,1,1,8675,9,1,1,1
601,601,10024067,31-40,38,blue-collar,married,secondary,384,yes,no,january,1/1/2018,1906,112.43,1,mortgage,1,1,1,9764,9,1,1,1
602,602,10024068,31-40,37,blue-collar,married,secondary,395,yes,no,february,2/1/2018,219,52.68,1,mortgage,1,1,1,2457,9,1,1,1
603,603,10024069,31-40,37,services,single,unknown,-118,yes,no,march,3/1/2018,147,58.46,1,mortgage,1,1,1,3678,9,1,1,1
604,604,10024070,41-60,56,blue-collar,married,primary,5,yes,yes,april,4/1/2018,407,4.56,1,mortgage,1,1,1,9765,9,1,1,1
605,605,10024071,41-60,51,blue-collar,married,secondary,50,yes,yes,may,5/1/2018,121,34.46,1,mortgage,1,1,1,7543,9,1,1,1
606,606,10024072,31-40,39,blue-collar,married,secondary,285,yes,no,june,6/1/2018,209,18.87,1,mortgage,0,-1,0,6689,7,0,0,0
607,607,10024073,41-60,49,technician,married,unknown,15,no,yes,july,7/1/2018,92,28.57,1,mortgage,0,-1,0,4376,7,0,0,0
608,608,10024074,41-60,51,blue-collar,married,primary,653,yes,yes,august,8/1/2018,208,223.51,1,mortgage,0,-1,0,6895,7,0,0,0
609,609,10024075,41-60,43,self-employed,married,secondary,918,yes,yes,september,9/1/2018,193,136.34,1,mortgage,0,-1,0,7632,7,0,0,0
610,610,10024076,31-40,32,services,married,secondary,243,yes,no,october,10/1/2018,144,90.56,1,mortgage,0,-1,0,9753,7,0,0,0
611,611,10024077,18-30,29,technician,single,tertiary,405,yes,no,november,11/1/2018,65,211.71,1,mortgage,0,-1,0,2257,7,0,0,0
612,612,10024078,41-60,48,management,divorced,tertiary,1328,yes,yes,december,12/1/2018,339,167.99,1,unsecured ,0,-1,0,6895,7,0,0,0
613,613,10024079,41-60,55,services,married,primary,255,yes,yes,january,1/1/2018,285,268.67,1,unsecured ,0,-1,0,6895,7,0,0,0
614,614,10024080,41-60,53,blue-collar,married,secondary,3397,yes,yes,february,2/1/2018,231,388.683437366575,1,unsecured ,0,-1,0,7632,7,0,0,0
615,615,10024081,41-60,47,technician,married,unknown,2106,yes,yes,march,3/1/2018,168,388.683437366575,1,unsecured ,0,-1,0,6895,7,0,0,0
616,616,10024082,31-40,39,management,married,tertiary,2877,yes,yes,april,4/1/2018,278,119.94,1,unsecured ,0,-1,0,7632,7,0,0,0
617,617,10024083,31-40,31,blue-collar,single,tertiary,60,yes,no,may,5/1/2018,389,105.5,1,unsecured ,0,-1,0,9753,7,0,0,0
618,618,10024084,31-40,39,blue-collar,married,primary,2226,yes,no,june,6/1/2018,158,388.683437366575,1,unsecured ,0,-1,0,8675,7,0,0,0
619,619,10024085,31-40,40,blue-collar,married,primary,2880,yes,no,july,7/1/2018,145,52.68,1,unsecured ,0,-1,0,9764,7,0,0,0
620,620,10024086,31-40,40,technician,single,unknown,-5,yes,no,august,8/1/2018,78,52.94,1,unsecured ,0,-1,0,2457,7,0,0,0
621,621,10024087,41-60,48,technician,married,secondary,147,no,yes,september,9/1/2018,142,9.26,1,unsecured ,0,-1,0,3678,7,0,0,0
622,622,10024088,31-40,33,technician,divorced,secondary,7,yes,no,october,10/1/2018,87,7.97,1,unsecured ,0,-1,0,9765,7,0,0,0
623,623,10024089,31-40,40,technician,married,secondary,109,yes,no,november,11/1/2018,147,52.94,1,unsecured ,0,-1,0,6895,7,0,0,0
624,624,10024090,41-60,59,retired,married,primary,-119,yes,yes,december,12/1/2018,289,57.32,1,unsecured ,0,-1,0,7632,7,0,0,0
625,625,10024091,18-30,30,technician,married,secondary,484,yes,no,january,1/1/2018,703,273.31,1,auto ,0,-1,0,9753,7,0,0,0
626,626,10024092,31-40,31,management,single,tertiary,1852,yes,no,february,2/1/2018,170,286.81,1,auto ,0,-1,0,2257,7,0,0,0
627,627,10024093,31-40,35,unemployed,married,secondary,533,yes,no,march,3/1/2018,802,30.54,1,auto ,0,-1,0,12353,7,0,0,0
628,628,10024094,41-60,54,technician,divorced,secondary,21,yes,no,april,4/1/2018,381,65.26,1,auto ,0,-1,0,6895,7,0,0,0
629,629,10024095,31-40,34,admin.,single,unknown,2434,yes,no,may,5/1/2018,218,135.11,1,auto ,0,-1,0,7632,7,0,0,0
630,630,10024096,31-40,32,technician,married,secondary,90,yes,no,june,6/1/2018,57,178.45,1,auto ,1,1,1,9753,9,1,1,1
631,631,10024097,41-60,56,admin.,divorced,unknown,4246,yes,no,july,7/1/2018,304,373.85,1,auto ,1,1,1,2257,9,1,1,1
632,632,10024098,31-40,32,admin.,single,tertiary,395,yes,no,august,8/1/2018,241,22.22,1,auto ,1,1,1,12353,9,1,1,1
633,633,10024099,41-60,42,blue-collar,married,primary,15,yes,yes,september,9/1/2018,230,10.31,1,auto ,1,1,1,2356,9,1,1,1
634,634,10024100,31-40,33,services,married,tertiary,85,no,yes,october,10/1/2018,262,58.46,1,auto ,1,1,1,7654,9,1,1,1
635,635,10024101,41-60,52,entrepreneur,married,tertiary,-184,yes,yes,november,11/1/2018,392,43.75,1,auto ,1,1,1,7854,9,1,1,1
636,636,10024102,41-60,52,services,married,secondary,660,no,yes,december,12/1/2018,201,58.46,1,auto ,1,1,1,6895,9,1,1,1
637,637,10024103,41-60,52,blue-collar,divorced,primary,-183,yes,no,january,1/1/2018,145,52.68,1,auto ,1,1,1,7632,9,1,1,1
638,638,10024104,18-30,30,unemployed,divorced,secondary,1144,yes,no,february,2/1/2018,252,9.76,1,auto ,1,1,1,9753,9,1,1,1
639,639,10024105,41-60,44,services,divorced,secondary,1,yes,no,march,3/1/2018,235,2.4,1,auto ,1,1,1,2257,9,1,1,1
640,640,10024106,31-40,35,admin.,married,secondary,69,yes,no,april,4/1/2018,235,35.57,1,auto ,1,1,1,12353,9,1,1,1
641,641,10024107,41-60,55,management,single,secondary,220,yes,no,may,5/1/2018,328,78.02,1,auto ,1,1,1,2356,9,1,1,1
642,642,10024108,31-40,33,blue-collar,married,primary,332,yes,no,june,6/1/2018,116,81.49,1,auto ,1,1,1,7654,9,1,1,1
643,643,10024109,31-40,37,blue-collar,single,secondary,240,yes,no,july,7/1/2018,246,52.68,1,mortgage,1,1,1,7854,9,1,1,1
644,644,10024110,41-60,42,technician,single,secondary,0,yes,no,august,8/1/2018,293,52.94,1,mortgage,1,1,1,8954,9,1,1,1
645,645,10024111,41-60,43,unemployed,married,secondary,0,yes,yes,september,9/1/2018,37,25.25,1,mortgage,1,1,1,3678,9,1,1,1
646,646,10024112,31-40,38,entrepreneur,married,tertiary,898,yes,yes,october,10/1/2018,132,95.94,1,mortgage,1,1,1,4853,9,1,1,1
647,647,10024113,31-40,37,technician,married,secondary,123,yes,no,november,11/1/2018,530,50.82,1,mortgage,1,1,1,8675,9,1,1,1
648,648,10024114,31-40,31,student,single,secondary,252,yes,no,december,12/1/2018,175,36.95,1,mortgage,1,1,1,9764,9,1,1,1
649,649,10024115,41-60,41,management,married,tertiary,65,yes,yes,january,1/1/2018,524,59.545,1,mortgage,1,1,1,2457,9,1,1,1
650,650,10024116,41-60,41,technician,married,secondary,-366,yes,yes,february,2/1/2018,29,52.94,1,mortgage,1,1,1,3678,9,1,1,1
651,651,10024117,18-30,29,student,single,secondary,209,yes,no,march,3/1/2018,311,62.04,1,mortgage,1,1,1,9765,9,1,1,1
652,652,10024118,31-40,38,admin.,single,secondary,221,yes,no,april,4/1/2018,211,8.58,1,mortgage,1,1,1,7543,9,1,1,1
653,653,10024119,41-60,44,self-employed,divorced,tertiary,4,yes,yes,may,5/1/2018,312,5.89,1,mortgage,1,1,1,6895,9,1,1,1
654,654,10024120,31-40,39,admin.,married,secondary,104,yes,no,june,6/1/2018,412,52,1,mortgage,1,1,1,7632,9,1,1,1
655,655,10024121,18-30,28,technician,single,secondary,312,yes,no,july,7/1/2018,392,52.94,1,mortgage,1,1,1,9753,9,1,1,1
656,656,10024122,31-40,33,blue-collar,married,secondary,-349,yes,no,august,8/1/2018,191,52.68,1,mortgage,1,1,1,6895,9,1,1,1
657,657,10024123,41-60,41,services,married,unknown,4,no,yes,september,9/1/2018,284,58.46,1,mortgage,1,1,1,7632,9,1,1,1
658,658,10024124,31-40,40,blue-collar,married,primary,-322,yes,no,october,10/1/2018,144,52.68,1,unsecured ,1,1,1,9753,8,1,1,1
659,659,10024125,18-30,29,admin.,married,secondary,-150,yes,no,november,11/1/2018,328,49.14,1,unsecured ,1,1,1,3421,8,1,1,1
660,660,10024126,31-40,38,management,married,unknown,1349,yes,no,december,12/1/2018,100,177.73,1,unsecured ,1,1,1,3473,8,1,1,1
661,661,10024127,31-40,32,admin.,married,tertiary,281,yes,yes,january,1/1/2018,226,171.7,1,unsecured ,1,1,1,2345,8,1,1,1
662,662,10024128,41-60,45,services,married,secondary,1259,yes,yes,february,2/1/2018,507,102.94,1,unsecured ,1,1,1,4324,8,1,1,1
663,663,10024129,31-40,33,admin.,single,secondary,101,yes,no,march,3/1/2018,392,84.48,1,unsecured ,1,1,1,3214,8,1,1,1
664,664,10024130,31-40,34,blue-collar,married,secondary,848,yes,no,april,4/1/2018,684,79.31,1,unsecured ,1,-1,0,2362,7,0,-1,1
665,665,10024131,41-60,41,entrepreneur,married,unknown,89,yes,yes,may,5/1/2018,333,32.22,1,unsecured ,1,-1,0,2558,7,0,-1,1
666,666,10024132,41-60,41,blue-collar,married,secondary,140,yes,yes,june,6/1/2018,311,41.55,0,no product,0,0,0,2298,7,0,0,1
667,667,10024133,31-40,35,admin.,single,secondary,148,yes,no,july,7/1/2018,128,49.67,0,no product,0,0,0,3397,7,0,0,1
668,668,10024134,31-40,40,technician,single,secondary,200,yes,no,august,8/1/2018,322,27.69,0,no product,0,0,0,2106,7,0,0,1
669,669,10024135,41-60,60,self-employed,married,primary,46,yes,yes,september,9/1/2018,202,27.76,0,no product,0,0,0,6530,7,0,0,1
670,670,10024136,41-60,47,services,divorced,secondary,201,yes,no,october,10/1/2018,92,94.22,0,no product,0,0,0,6530,7,0,0,1
671,671,10024137,41-60,46,blue-collar,married,primary,530,yes,yes,november,11/1/2018,739,52.68,0,no product,0,0,0,6530,7,0,0,1
672,672,10024138,31-40,31,blue-collar,single,secondary,0,yes,no,december,12/1/2018,273,52.68,0,no product,0,0,0,6530,7,0,0,1
673,673,10024139,41-60,49,self-employed,married,secondary,1,yes,yes,january,1/1/2018,260,1.89,1,mortgage,1,-1,0,4853,7,0,-1,1
674,674,10024140,18-30,29,blue-collar,married,secondary,43,yes,no,february,2/1/2018,268,52.68,1,mortgage,1,-1,0,8675,7,0,-1,1
675,675,10024141,31-40,31,management,single,tertiary,-173,yes,no,march,3/1/2018,396,59.545,1,mortgage,1,-1,0,9764,7,0,-1,1
676,676,10024142,31-40,38,management,married,tertiary,389,yes,yes,april,4/1/2018,262,83.48,1,mortgage,1,-1,0,2457,7,0,-1,1
677,677,10024143,31-40,37,blue-collar,married,primary,215,yes,no,may,5/1/2018,308,52.68,1,mortgage,1,-1,0,3678,7,0,-1,1
678,678,10024144,31-40,35,technician,married,secondary,-131,yes,no,june,6/1/2018,467,52.94,1,auto ,1,-1,0,9765,7,0,-1,1
679,679,10024145,31-40,31,management,single,secondary,783,yes,no,july,7/1/2018,320,59.545,1,auto ,1,-1,0,7543,7,0,-1,1
680,680,10024146,41-60,41,admin.,married,secondary,0,yes,yes,august,8/1/2018,160,49.14,1,auto ,1,-1,0,6689,7,0,-1,1
681,681,10024147,41-60,46,services,married,unknown,80,yes,yes,september,9/1/2018,245,26.46,1,auto ,1,-1,0,4376,7,0,-1,1
682,682,10024148,31-40,40,services,divorced,secondary,105,yes,no,october,10/1/2018,189,39.91,1,auto ,1,-1,0,6895,7,0,-1,1
683,683,10024149,18-30,29,admin.,married,secondary,182,yes,no,november,11/1/2018,477,35.27,1,auto ,1,-1,0,7632,7,0,-1,1
684,684,10024150,41-60,49,admin.,married,secondary,82,yes,yes,december,12/1/2018,310,49.14,1,auto ,1,-1,0,9753,7,0,-1,1
685,685,10024151,41-60,42,management,married,tertiary,0,yes,yes,january,1/1/2018,65,59.545,0,no product,0,0,0,2257,7,0,0,1
686,686,10024152,41-60,54,services,married,secondary,510,yes,yes,february,2/1/2018,196,101.41,0,no product,0,0,0,6895,7,0,0,1
687,687,10024153,31-40,40,management,single,tertiary,242,yes,no,march,3/1/2018,221,70.15,0,no product,0,0,0,6895,7,0,0,1
688,688,10024154,41-60,53,admin.,married,secondary,244,yes,yes,april,4/1/2018,197,43.25,0,no product,0,0,0,7632,7,0,0,1
689,689,10024155,41-60,49,management,married,tertiary,92,yes,yes,may,5/1/2018,221,59.545,0,no product,0,0,0,6895,7,0,0,1
690,690,10024156,31-40,40,blue-collar,married,primary,0,yes,no,june,6/1/2018,64,52.68,0,no product,0,0,0,7632,7,0,0,1
691,691,10024157,18-30,29,student,single,secondary,948,yes,no,july,7/1/2018,75,42.63,0,no product,0,0,0,9753,7,0,0,1
692,692,10024158,31-40,36,blue-collar,married,primary,23,yes,no,august,8/1/2018,400,36.89,0,no product,0,0,0,8675,7,0,0,1
693,693,10024159,31-40,37,technician,married,secondary,710,yes,no,september,9/1/2018,378,267.01,0,no product,0,0,0,9764,7,0,0,1
694,694,10024160,31-40,39,services,married,secondary,1205,yes,no,october,10/1/2018,118,192.23,0,no product,0,0,0,2457,7,0,0,1
695,695,10024161,31-40,36,technician,married,secondary,368,yes,no,november,11/1/2018,1597,223.65,0,no product,0,0,0,3678,7,0,0,1
696,696,10024162,41-60,44,entrepreneur,married,tertiary,1631,yes,yes,december,12/1/2018,346,28.56,0,no product,0,0,0,9765,7,0,0,1
697,697,10024163,31-40,40,admin.,married,secondary,6,yes,no,january,1/1/2018,60,3.61,0,no product,0,0,0,6895,7,0,0,1
698,698,10024164,41-60,49,blue-collar,married,secondary,26,yes,yes,february,2/1/2018,276,52.68,0,no product,0,0,0,7632,7,0,0,1
699,699,10024165,18-30,30,technician,single,unknown,-48,yes,no,march,3/1/2018,152,52.94,0,no product,0,0,0,9753,7,0,0,1
700,700,10024166,41-60,57,management,married,tertiary,2142,yes,yes,april,4/1/2018,251,117.24,0,no product,0,0,0,2257,7,0,0,1
701,701,10024167,18-30,24,services,single,secondary,77,yes,no,may,5/1/2018,390,50.73,0,no product,0,0,0,12353,7,0,0,1
702,702,10024168,41-60,46,blue-collar,married,unknown,401,yes,yes,june,6/1/2018,306,26.49,0,no product,0,0,0,6895,7,0,0,1
703,703,10024169,31-40,33,admin.,married,secondary,21,no,no,july,7/1/2018,189,49.14,0,no product,0,0,0,7632,7,0,0,1
704,704,10024170,41-60,43,services,divorced,secondary,0,yes,no,august,8/1/2018,125,58.46,0,no product,0,0,0,9753,7,0,0,1
705,705,10024171,41-60,43,admin.,single,secondary,-497,yes,no,september,9/1/2018,234,49.14,0,no product,0,0,0,2257,7,0,0,1
706,706,10024172,31-40,40,blue-collar,divorced,primary,369,no,no,october,10/1/2018,79,48.97,0,no product,0,0,0,12353,7,0,0,1
707,707,10024173,41-60,44,technician,single,unknown,78,yes,no,november,11/1/2018,13,38.33,0,no product,0,0,0,2356,7,0,0,1
708,708,10024174,31-40,35,technician,single,tertiary,226,yes,no,december,12/1/2018,283,97.33,0,no product,0,0,0,7654,7,0,0,1
709,709,10024175,41-60,47,technician,married,secondary,503,yes,yes,january,1/1/2018,109,124.87,0,no product,0,0,0,7854,7,0,0,1
710,710,10024176,31-40,33,blue-collar,married,secondary,372,yes,no,february,2/1/2018,132,52.68,0,no product,0,0,0,6895,7,0,0,1
711,711,10024177,31-40,31,admin.,married,secondary,0,yes,no,march,3/1/2018,144,49.14,0,no product,0,0,0,7632,7,0,0,1
712,712,10024178,31-40,40,blue-collar,divorced,secondary,0,yes,no,april,4/1/2018,121,52.68,0,no product,0,0,0,9753,7,0,0,1
713,713,10024179,31-40,36,entrepreneur,married,tertiary,125,yes,yes,may,5/1/2018,95,6.45,0,no product,0,0,0,2257,7,0,0,1
714,714,10024180,41-60,56,retired,divorced,primary,4,yes,no,june,6/1/2018,31,11.82,0,no product,0,0,0,12353,7,0,0,1
715,715,10024181,31-40,40,admin.,single,unknown,419,yes,no,july,7/1/2018,112,106.03,0,no product,0,0,0,2356,7,0,0,1
716,716,10024182,41-60,41,admin.,divorced,secondary,322,yes,no,august,8/1/2018,87,90.17,0,no product,0,0,0,7654,7,0,0,1
717,717,10024183,41-60,53,retired,married,secondary,303,yes,yes,september,9/1/2018,593,123.8,0,no product,0,0,0,7854,7,0,0,1
718,718,10024184,31-40,39,blue-collar,married,secondary,607,yes,no,october,10/1/2018,99,171.14,0,no product,0,0,0,8954,7,0,0,1
719,719,10024185,41-60,44,blue-collar,divorced,secondary,579,yes,no,november,11/1/2018,198,383.43,0,no product,0,0,0,3678,7,0,0,1
720,720,10024186,31-40,38,admin.,married,secondary,3047,yes,no,december,12/1/2018,285,145.17,1,auto ,0,-1,0,4853,7,0,0,0
721,721,10024187,41-60,54,technician,divorced,secondary,83,yes,no,january,1/1/2018,190,21.69,1,mortgage,0,-1,0,8675,7,0,0,0
722,722,10024188,41-60,58,management,married,tertiary,68,yes,yes,february,2/1/2018,172,18.13,1,mortgage,1,-1,0,9764,7,0,-1,1
723,723,10024189,41-60,52,blue-collar,married,primary,58,yes,yes,march,3/1/2018,213,34.83,1,mortgage,1,-1,0,2457,7,0,-1,1
724,724,10024190,18-30,28,admin.,single,secondary,251,yes,no,april,4/1/2018,178,119.96,1,mortgage,1,-1,0,3678,7,0,-1,1
725,725,10024191,31-40,36,blue-collar,married,secondary,688,yes,no,may,5/1/2018,174,144.46,1,mortgage,1,-1,0,9765,7,0,-1,1
726,726,10024192,41-60,60,retired,married,primary,364,yes,yes,june,6/1/2018,631,40.85,1,mortgage,1,1,1,7543,8,1,1,1
727,727,10024193,41-60,42,services,divorced,secondary,55,yes,no,july,7/1/2018,176,21.52,1,auto ,1,1,1,6895,8,1,1,1
728,728,10024194,41-60,42,admin.,married,secondary,101,yes,yes,august,8/1/2018,32,29.73,1,auto ,1,1,1,7632,8,1,1,1
729,729,10024195,41-60,44,management,married,tertiary,105,yes,yes,september,9/1/2018,1529,53.33,1,auto ,1,1,1,9753,8,1,1,1
730,730,10024196,41-60,51,blue-collar,divorced,primary,325,yes,no,october,10/1/2018,254,73.23,1,auto ,1,1,1,6895,8,1,1,1
731,731,10024197,41-60,49,blue-collar,married,primary,198,yes,yes,november,11/1/2018,200,58.72,1,auto ,1,1,1,7632,8,1,1,1
732,732,10024198,41-60,47,entrepreneur,married,unknown,209,yes,yes,december,12/1/2018,135,56.46,1,auto ,1,1,1,9753,8,1,1,1
733,733,10024199,31-40,37,blue-collar,married,secondary,183,yes,no,january,1/1/2018,112,40.02,1,auto ,1,1,1,2558,8,1,1,1
734,734,10024200,31-40,34,management,married,tertiary,105,yes,yes,february,2/1/2018,314,30.88,1,auto ,1,1,1,2298,8,1,1,1
735,735,10024201,31-40,35,services,married,secondary,109,yes,no,march,3/1/2018,597,58.44,1,unsecured ,1,1,1,3397,8,1,1,1
736,736,10024202,31-40,35,blue-collar,single,secondary,376,yes,no,april,4/1/2018,207,52.68,1,unsecured ,1,1,1,2106,8,1,1,1
737,737,10024203,31-40,40,blue-collar,married,primary,-7,yes,no,may,5/1/2018,410,52.68,1,unsecured ,1,1,1,3521,8,1,1,1
738,738,10024204,41-60,55,technician,married,secondary,0,no,yes,june,6/1/2018,160,52.94,1,unsecured ,1,1,1,2689,8,1,1,1
739,739,10024205,41-60,55,retired,married,secondary,143,yes,yes,july,7/1/2018,42,80.96,1,unsecured ,1,1,1,4384,8,1,1,1
740,740,10024206,31-40,35,management,single,tertiary,550,yes,no,august,8/1/2018,55,86.17,1,mortgage,1,1,1,4080,8,1,1,1
741,741,10024207,41-60,57,blue-collar,married,primary,162,yes,yes,september,9/1/2018,155,39.4,1,mortgage,1,1,1,2127,8,1,1,1
742,742,10024208,41-60,53,management,married,tertiary,115,yes,yes,october,10/1/2018,336,70.05,1,mortgage,1,1,1,5699,8,1,1,1
743,743,10024209,41-60,41,blue-collar,married,primary,512,yes,yes,november,11/1/2018,233,185.56,1,mortgage,1,1,1,3237,8,1,1,1
744,744,10024210,41-60,57,blue-collar,married,unknown,807,yes,yes,december,12/1/2018,211,129.14,1,mortgage,1,1,1,2558,8,1,1,1
745,745,10024211,41-60,45,blue-collar,married,unknown,248,yes,yes,january,1/1/2018,88,158.2,1,mortgage,1,1,1,2298,8,1,1,1
746,746,10024212,41-60,43,blue-collar,married,primary,1211,yes,yes,february,2/1/2018,208,26.58,1,unsecured ,1,1,1,3397,8,1,1,1
747,747,10024213,41-60,56,self-employed,married,unknown,7,no,yes,march,3/1/2018,305,12.8,1,unsecured ,1,1,1,2106,8,1,1,1
748,748,10024214,31-40,31,entrepreneur,married,tertiary,281,yes,yes,april,4/1/2018,206,45.39,1,unsecured ,1,1,1,5699,8,1,1,1
749,749,10024215,31-40,37,blue-collar,single,secondary,88,yes,no,may,5/1/2018,128,15.32,1,unsecured ,1,1,1,3237,8,1,1,1
750,750,10024216,18-30,30,management,married,tertiary,32,yes,yes,june,6/1/2018,122,17.51,1,unsecured ,1,1,1,2558,8,1,1,1
751,751,10024217,18-30,30,admin.,single,secondary,115,yes,no,july,7/1/2018,66,49.34,1,unsecured ,1,1,1,2298,8,1,1,1
752,752,10024218,41-60,54,blue-collar,married,secondary,254,yes,yes,august,8/1/2018,66,55.21,1,unsecured ,1,1,1,5699,8,1,1,1
753,753,10024219,31-40,36,management,married,tertiary,144,yes,yes,september,9/1/2018,164,67.79,1,mortgage,1,1,1,3237,8,1,1,1
754,754,10024220,41-60,55,unemployed,married,tertiary,383,no,yes,october,10/1/2018,343,134.76,1,mortgage,1,1,1,2558,8,1,1,1
755,755,10024221,31-40,37,admin.,single,secondary,569,yes,no,november,11/1/2018,126,49.14,1,mortgage,1,1,1,2298,8,1,1,1
756,756,10024222,31-40,38,housemaid,married,secondary,0,yes,no,december,12/1/2018,59,53.94,1,mortgage,1,1,1,4853,8,1,1,1
757,757,10024223,41-60,48,admin.,married,secondary,3754,yes,yes,january,1/1/2018,249,388.683437366575,1,mortgage,1,1,1,8675,8,1,1,1
758,758,10024224,41-60,55,housemaid,divorced,tertiary,6920,yes,yes,february,2/1/2018,406,388.683437366575,1,mortgage,1,1,1,9764,8,1,1,1
759,759,10024225,41-60,59,services,married,secondary,307,yes,yes,march,3/1/2018,250,58.46,1,auto ,1,1,1,2457,8,1,1,1
760,760,10024226,31-40,37,technician,married,secondary,-421,yes,no,april,4/1/2018,183,52.94,1,unsecured ,1,1,1,3678,8,1,1,1
761,761,10024227,31-40,33,blue-collar,divorced,secondary,60,no,no,may,5/1/2018,190,18.3,1,auto ,1,1,1,9765,8,1,1,1
762,762,10024228,41-60,44,blue-collar,married,primary,67,yes,yes,june,6/1/2018,220,47.38,1,unsecured ,1,1,1,7543,8,1,1,1
763,763,10024229,41-60,57,technician,married,secondary,402,yes,yes,july,7/1/2018,153,163.71,1,auto ,1,1,1,6689,8,1,1,1
764,764,10024230,18-30,30,self-employed,single,tertiary,800,no,no,august,8/1/2018,95,126.23,1,unsecured ,1,1,1,4376,8,1,1,1
765,765,10024231,41-60,42,technician,married,tertiary,239,yes,yes,september,9/1/2018,191,91.57,1,unsecured ,1,1,1,6895,8,1,1,1
766,766,10024232,41-60,51,blue-collar,divorced,secondary,421,yes,no,october,10/1/2018,216,75.16,1,unsecured ,1,1,1,7632,8,1,1,1
767,767,10024233,41-60,44,admin.,divorced,secondary,161,yes,no,november,11/1/2018,89,62.27,1,unsecured ,1,1,1,9753,8,1,1,1
768,768,10024234,41-60,46,technician,married,secondary,289,no,yes,december,12/1/2018,51,51.47,1,unsecured ,1,1,1,2257,8,1,1,1
769,769,10024235,18-30,29,student,single,secondary,110,yes,no,january,1/1/2018,169,47.39,1,unsecured ,1,1,1,6895,8,1,1,1
770,770,10024236,31-40,39,blue-collar,married,primary,245,yes,no,february,2/1/2018,148,52.68,1,unsecured ,1,1,1,6895,8,1,1,1
771,771,10024237,41-60,42,services,married,secondary,0,yes,yes,march,3/1/2018,132,58.46,1,unsecured ,1,1,1,7632,8,1,1,1
772,772,10024238,41-60,50,blue-collar,married,primary,156,yes,yes,april,4/1/2018,117,52.68,1,unsecured ,1,1,1,6895,8,1,1,1
773,773,10024239,41-60,42,technician,single,secondary,0,yes,no,may,5/1/2018,275,52.94,1,unsecured ,1,1,1,7632,8,1,1,1
774,774,10024240,31-40,39,admin.,married,secondary,20,yes,no,june,6/1/2018,124,12.38,1,unsecured ,1,1,1,9753,8,1,1,1
775,775,10024241,41-60,55,technician,single,tertiary,92,yes,yes,july,7/1/2018,118,26.12,1,unsecured ,1,1,1,8675,8,1,1,1
776,776,10024242,41-60,46,services,married,secondary,89,yes,yes,august,8/1/2018,479,35.09,1,auto ,1,1,1,9764,8,1,1,1
777,777,10024243,41-60,42,blue-collar,married,secondary,166,yes,yes,september,9/1/2018,285,37.75,1,business,1,1,1,2457,8,1,1,1
778,778,10024244,41-60,45,management,married,tertiary,103,yes,yes,october,10/1/2018,35,59.545,0,no product,0,0,0,3678,7,0,0,1
779,779,10024245,41-60,43,blue-collar,married,primary,-454,yes,yes,november,11/1/2018,322,52.68,0,no product,0,0,0,9765,7,0,0,1
780,780,10024246,41-60,42,admin.,married,secondary,445,yes,yes,december,12/1/2018,202,12.18,0,no product,0,0,0,6895,7,0,0,1
781,781,10024247,18-30,30,admin.,married,secondary,4,no,no,january,1/1/2018,172,18.27,0,no product,0,0,0,7632,7,0,0,1
782,782,10024248,41-60,47,blue-collar,married,secondary,1001,yes,yes,february,2/1/2018,201,52.68,0,no product,0,0,0,9753,7,0,0,1
783,783,10024249,41-60,51,services,divorced,secondary,-69,yes,no,march,3/1/2018,216,58.46,0,no product,0,0,0,2257,7,0,0,1
784,784,10024250,31-40,38,technician,single,secondary,42,yes,no,april,4/1/2018,195,75.23,0,no product,0,0,0,12353,7,0,0,1
