"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS"
"618",10024084,"31-40",39,"blue-collar","married","primary",2226,"yes","no","june",2018-06-01,158,388.683437366575,1,"unsecured ",0,-1,0,8675,7
"619",10024085,"31-40",40,"blue-collar","married","primary",2880,"yes","no","july",2018-07-01,145,52.68,1,"unsecured ",0,-1,0,9764,7
"620",10024086,"31-40",40,"technician","single","unknown",-5,"yes","no","august",2018-08-01,78,52.94,1,"unsecured ",0,-1,0,2457,7
"621",10024087,"41-60",48,"technician","married","secondary",147,"no","yes","september",2018-09-01,142,9.26,1,"unsecured ",0,-1,0,3678,7
"622",10024088,"31-40",33,"technician","divorced","secondary",7,"yes","no","october",2018-10-01,87,7.97,1,"unsecured ",0,-1,0,9765,7
"623",10024089,"31-40",40,"technician","married","secondary",109,"yes","no","november",2018-11-01,147,52.94,1,"unsecured ",0,-1,0,6895,7
"624",10024090,"41-60",59,"retired","married","primary",-119,"yes","yes","december",2018-12-01,289,57.32,1,"unsecured ",0,-1,0,7632,7
"625",10024091,"18-30",30,"technician","married","secondary",484,"yes","no","january",2018-01-01,703,273.31,1,"auto ",0,-1,0,9753,7
"626",10024092,"31-40",31,"management","single","tertiary",1852,"yes","no","february",2018-02-01,170,286.81,1,"auto ",0,-1,0,2257,7
"627",10024093,"31-40",35,"unemployed","married","secondary",533,"yes","no","march",2018-03-01,802,30.54,1,"auto ",0,-1,0,12353,7
"628",10024094,"41-60",54,"technician","divorced","secondary",21,"yes","no","april",2018-04-01,381,65.26,1,"auto ",0,-1,0,6895,7
"629",10024095,"31-40",34,"admin.","single","unknown",2434,"yes","no","may",2018-05-01,218,135.11,1,"auto ",0,-1,0,7632,7
"630",10024096,"31-40",32,"technician","married","secondary",90,"yes","no","june",2018-06-01,57,178.45,1,"auto ",1,1,1,9753,9
"631",10024097,"41-60",56,"admin.","divorced","unknown",4246,"yes","no","july",2018-07-01,304,373.85,1,"auto ",1,1,1,2257,9
"632",10024098,"31-40",32,"admin.","single","tertiary",395,"yes","no","august",2018-08-01,241,22.22,1,"auto ",1,1,1,12353,9
"633",10024099,"41-60",42,"blue-collar","married","primary",15,"yes","yes","september",2018-09-01,230,10.31,1,"auto ",1,1,1,2356,9
"634",10024100,"31-40",33,"services","married","tertiary",85,"no","yes","october",2018-10-01,262,58.46,1,"auto ",1,1,1,7654,9
"635",10024101,"41-60",52,"entrepreneur","married","tertiary",-184,"yes","yes","november",2018-11-01,392,43.75,1,"auto ",1,1,1,7854,9
"636",10024102,"41-60",52,"services","married","secondary",660,"no","yes","december",2018-12-01,201,58.46,1,"auto ",1,1,1,6895,9
"637",10024103,"41-60",52,"blue-collar","divorced","primary",-183,"yes","no","january",2018-01-01,145,52.68,1,"auto ",1,1,1,7632,9
"638",10024104,"18-30",30,"unemployed","divorced","secondary",1144,"yes","no","february",2018-02-01,252,9.76,1,"auto ",1,1,1,9753,9
"639",10024105,"41-60",44,"services","divorced","secondary",1,"yes","no","march",2018-03-01,235,2.4,1,"auto ",1,1,1,2257,9
"640",10024106,"31-40",35,"admin.","married","secondary",69,"yes","no","april",2018-04-01,235,35.57,1,"auto ",1,1,1,12353,9
"641",10024107,"41-60",55,"management","single","secondary",220,"yes","no","may",2018-05-01,328,78.02,1,"auto ",1,1,1,2356,9
"642",10024108,"31-40",33,"blue-collar","married","primary",332,"yes","no","june",2018-06-01,116,81.49,1,"auto ",1,1,1,7654,9
"643",10024109,"31-40",37,"blue-collar","single","secondary",240,"yes","no","july",2018-07-01,246,52.68,1,"mortgage",1,1,1,7854,9
"644",10024110,"41-60",42,"technician","single","secondary",0,"yes","no","august",2018-08-01,293,52.94,1,"mortgage",1,1,1,8954,9
"645",10024111,"41-60",43,"unemployed","married","secondary",0,"yes","yes","september",2018-09-01,37,25.25,1,"mortgage",1,1,1,3678,9
"646",10024112,"31-40",38,"entrepreneur","married","tertiary",898,"yes","yes","october",2018-10-01,132,95.94,1,"mortgage",1,1,1,4853,9
"647",10024113,"31-40",37,"technician","married","secondary",123,"yes","no","november",2018-11-01,530,50.82,1,"mortgage",1,1,1,8675,9
"648",10024114,"31-40",31,"student","single","secondary",252,"yes","no","december",2018-12-01,175,36.95,1,"mortgage",1,1,1,9764,9
"649",10024115,"41-60",41,"management","married","tertiary",65,"yes","yes","january",2018-01-01,524,59.545,1,"mortgage",1,1,1,2457,9
"650",10024116,"41-60",41,"technician","married","secondary",-366,"yes","yes","february",2018-02-01,29,52.94,1,"mortgage",1,1,1,3678,9
"651",10024117,"18-30",29,"student","single","secondary",209,"yes","no","march",2018-03-01,311,62.04,1,"mortgage",1,1,1,9765,9
"652",10024118,"31-40",38,"admin.","single","secondary",221,"yes","no","april",2018-04-01,211,8.58,1,"mortgage",1,1,1,7543,9
"653",10024119,"41-60",44,"self-employed","divorced","tertiary",4,"yes","yes","may",2018-05-01,312,5.89,1,"mortgage",1,1,1,6895,9
"654",10024120,"31-40",39,"admin.","married","secondary",104,"yes","no","june",2018-06-01,412,52,1,"mortgage",1,1,1,7632,9
"655",10024121,"18-30",28,"technician","single","secondary",312,"yes","no","july",2018-07-01,392,52.94,1,"mortgage",1,1,1,9753,9
"656",10024122,"31-40",33,"blue-collar","married","secondary",-349,"yes","no","august",2018-08-01,191,52.68,1,"mortgage",1,1,1,6895,9
"657",10024123,"41-60",41,"services","married","unknown",4,"no","yes","september",2018-09-01,284,58.46,1,"mortgage",1,1,1,7632,9
"658",10024124,"31-40",40,"blue-collar","married","primary",-322,"yes","no","october",2018-10-01,144,52.68,1,"unsecured ",1,1,1,9753,8
"659",10024125,"18-30",29,"admin.","married","secondary",-150,"yes","no","november",2018-11-01,328,49.14,1,"unsecured ",1,1,1,3421,8
"660",10024126,"31-40",38,"management","married","unknown",1349,"yes","no","december",2018-12-01,100,177.73,1,"unsecured ",1,1,1,3473,8
"661",10024127,"31-40",32,"admin.","married","tertiary",281,"yes","yes","january",2018-01-01,226,171.7,1,"unsecured ",1,1,1,2345,8
"662",10024128,"41-60",45,"services","married","secondary",1259,"yes","yes","february",2018-02-01,507,102.94,1,"unsecured ",1,1,1,4324,8
"663",10024129,"31-40",33,"admin.","single","secondary",101,"yes","no","march",2018-03-01,392,84.48,1,"unsecured ",1,1,1,3214,8
"664",10024130,"31-40",34,"blue-collar","married","secondary",848,"yes","no","april",2018-04-01,684,79.31,1,"unsecured ",1,-1,0,2362,7
"665",10024131,"41-60",41,"entrepreneur","married","unknown",89,"yes","yes","may",2018-05-01,333,32.22,1,"unsecured ",1,-1,0,2558,7
"666",10024132,"41-60",41,"blue-collar","married","secondary",140,"yes","yes","june",2018-06-01,311,41.55,0,"no product",0,0,0,2298,7
"667",10024133,"31-40",35,"admin.","single","secondary",148,"yes","no","july",2018-07-01,128,49.67,0,"no product",0,0,0,3397,7
"668",10024134,"31-40",40,"technician","single","secondary",200,"yes","no","august",2018-08-01,322,27.69,0,"no product",0,0,0,2106,7
"669",10024135,"41-60",60,"self-employed","married","primary",46,"yes","yes","september",2018-09-01,202,27.76,0,"no product",0,0,0,6530,7
"670",10024136,"41-60",47,"services","divorced","secondary",201,"yes","no","october",2018-10-01,92,94.22,0,"no product",0,0,0,6530,7
"671",10024137,"41-60",46,"blue-collar","married","primary",530,"yes","yes","november",2018-11-01,739,52.68,0,"no product",0,0,0,6530,7
"672",10024138,"31-40",31,"blue-collar","single","secondary",0,"yes","no","december",2018-12-01,273,52.68,0,"no product",0,0,0,6530,7
"673",10024139,"41-60",49,"self-employed","married","secondary",1,"yes","yes","january",2018-01-01,260,1.89,1,"mortgage",1,-1,0,4853,7
"674",10024140,"18-30",29,"blue-collar","married","secondary",43,"yes","no","february",2018-02-01,268,52.68,1,"mortgage",1,-1,0,8675,7
"675",10024141,"31-40",31,"management","single","tertiary",-173,"yes","no","march",2018-03-01,396,59.545,1,"mortgage",1,-1,0,9764,7
"676",10024142,"31-40",38,"management","married","tertiary",389,"yes","yes","april",2018-04-01,262,83.48,1,"mortgage",1,-1,0,2457,7
"677",10024143,"31-40",37,"blue-collar","married","primary",215,"yes","no","may",2018-05-01,308,52.68,1,"mortgage",1,-1,0,3678,7
"678",10024144,"31-40",35,"technician","married","secondary",-131,"yes","no","june",2018-06-01,467,52.94,1,"auto ",1,-1,0,9765,7
"679",10024145,"31-40",31,"management","single","secondary",783,"yes","no","july",2018-07-01,320,59.545,1,"auto ",1,-1,0,7543,7
"680",10024146,"41-60",41,"admin.","married","secondary",0,"yes","yes","august",2018-08-01,160,49.14,1,"auto ",1,-1,0,6689,7
"681",10024147,"41-60",46,"services","married","unknown",80,"yes","yes","september",2018-09-01,245,26.46,1,"auto ",1,-1,0,4376,7
"682",10024148,"31-40",40,"services","divorced","secondary",105,"yes","no","october",2018-10-01,189,39.91,1,"auto ",1,-1,0,6895,7
"683",10024149,"18-30",29,"admin.","married","secondary",182,"yes","no","november",2018-11-01,477,35.27,1,"auto ",1,-1,0,7632,7
"684",10024150,"41-60",49,"admin.","married","secondary",82,"yes","yes","december",2018-12-01,310,49.14,1,"auto ",1,-1,0,9753,7
"685",10024151,"41-60",42,"management","married","tertiary",0,"yes","yes","january",2018-01-01,65,59.545,0,"no product",0,0,0,2257,7
"686",10024152,"41-60",54,"services","married","secondary",510,"yes","yes","february",2018-02-01,196,101.41,0,"no product",0,0,0,6895,7
"687",10024153,"31-40",40,"management","single","tertiary",242,"yes","no","march",2018-03-01,221,70.15,0,"no product",0,0,0,6895,7
"688",10024154,"41-60",53,"admin.","married","secondary",244,"yes","yes","april",2018-04-01,197,43.25,0,"no product",0,0,0,7632,7
"689",10024155,"41-60",49,"management","married","tertiary",92,"yes","yes","may",2018-05-01,221,59.545,0,"no product",0,0,0,6895,7
"690",10024156,"31-40",40,"blue-collar","married","primary",0,"yes","no","june",2018-06-01,64,52.68,0,"no product",0,0,0,7632,7
"691",10024157,"18-30",29,"student","single","secondary",948,"yes","no","july",2018-07-01,75,42.63,0,"no product",0,0,0,9753,7
"692",10024158,"31-40",36,"blue-collar","married","primary",23,"yes","no","august",2018-08-01,400,36.89,0,"no product",0,0,0,8675,7
"693",10024159,"31-40",37,"technician","married","secondary",710,"yes","no","september",2018-09-01,378,267.01,0,"no product",0,0,0,9764,7
"694",10024160,"31-40",39,"services","married","secondary",1205,"yes","no","october",2018-10-01,118,192.23,0,"no product",0,0,0,2457,7
"695",10024161,"31-40",36,"technician","married","secondary",368,"yes","no","november",2018-11-01,1597,223.65,0,"no product",0,0,0,3678,7
"696",10024162,"41-60",44,"entrepreneur","married","tertiary",1631,"yes","yes","december",2018-12-01,346,28.56,0,"no product",0,0,0,9765,7
"697",10024163,"31-40",40,"admin.","married","secondary",6,"yes","no","january",2018-01-01,60,3.61,0,"no product",0,0,0,6895,7
"698",10024164,"41-60",49,"blue-collar","married","secondary",26,"yes","yes","february",2018-02-01,276,52.68,0,"no product",0,0,0,7632,7
"699",10024165,"18-30",30,"technician","single","unknown",-48,"yes","no","march",2018-03-01,152,52.94,0,"no product",0,0,0,9753,7
"700",10024166,"41-60",57,"management","married","tertiary",2142,"yes","yes","april",2018-04-01,251,117.24,0,"no product",0,0,0,2257,7
"701",10024167,"18-30",24,"services","single","secondary",77,"yes","no","may",2018-05-01,390,50.73,0,"no product",0,0,0,12353,7
"702",10024168,"41-60",46,"blue-collar","married","unknown",401,"yes","yes","june",2018-06-01,306,26.49,0,"no product",0,0,0,6895,7
"703",10024169,"31-40",33,"admin.","married","secondary",21,"no","no","july",2018-07-01,189,49.14,0,"no product",0,0,0,7632,7
"704",10024170,"41-60",43,"services","divorced","secondary",0,"yes","no","august",2018-08-01,125,58.46,0,"no product",0,0,0,9753,7
"705",10024171,"41-60",43,"admin.","single","secondary",-497,"yes","no","september",2018-09-01,234,49.14,0,"no product",0,0,0,2257,7
"706",10024172,"31-40",40,"blue-collar","divorced","primary",369,"no","no","october",2018-10-01,79,48.97,0,"no product",0,0,0,12353,7
"707",10024173,"41-60",44,"technician","single","unknown",78,"yes","no","november",2018-11-01,13,38.33,0,"no product",0,0,0,2356,7
"708",10024174,"31-40",35,"technician","single","tertiary",226,"yes","no","december",2018-12-01,283,97.33,0,"no product",0,0,0,7654,7
"709",10024175,"41-60",47,"technician","married","secondary",503,"yes","yes","january",2018-01-01,109,124.87,0,"no product",0,0,0,7854,7
"710",10024176,"31-40",33,"blue-collar","married","secondary",372,"yes","no","february",2018-02-01,132,52.68,0,"no product",0,0,0,6895,7
"711",10024177,"31-40",31,"admin.","married","secondary",0,"yes","no","march",2018-03-01,144,49.14,0,"no product",0,0,0,7632,7
"712",10024178,"31-40",40,"blue-collar","divorced","secondary",0,"yes","no","april",2018-04-01,121,52.68,0,"no product",0,0,0,9753,7
"713",10024179,"31-40",36,"entrepreneur","married","tertiary",125,"yes","yes","may",2018-05-01,95,6.45,0,"no product",0,0,0,2257,7
"714",10024180,"41-60",56,"retired","divorced","primary",4,"yes","no","june",2018-06-01,31,11.82,0,"no product",0,0,0,12353,7
"715",10024181,"31-40",40,"admin.","single","unknown",419,"yes","no","july",2018-07-01,112,106.03,0,"no product",0,0,0,2356,7
"716",10024182,"41-60",41,"admin.","divorced","secondary",322,"yes","no","august",2018-08-01,87,90.17,0,"no product",0,0,0,7654,7
"717",10024183,"41-60",53,"retired","married","secondary",303,"yes","yes","september",2018-09-01,593,123.8,0,"no product",0,0,0,7854,7
"718",10024184,"31-40",39,"blue-collar","married","secondary",607,"yes","no","october",2018-10-01,99,171.14,0,"no product",0,0,0,8954,7
"719",10024185,"41-60",44,"blue-collar","divorced","secondary",579,"yes","no","november",2018-11-01,198,383.43,0,"no product",0,0,0,3678,7
"720",10024186,"31-40",38,"admin.","married","secondary",3047,"yes","no","december",2018-12-01,285,145.17,1,"auto ",0,-1,0,4853,7
"721",10024187,"41-60",54,"technician","divorced","secondary",83,"yes","no","january",2018-01-01,190,21.69,1,"mortgage",0,-1,0,8675,7
"722",10024188,"41-60",58,"management","married","tertiary",68,"yes","yes","february",2018-02-01,172,18.13,1,"mortgage",1,-1,0,9764,7
"723",10024189,"41-60",52,"blue-collar","married","primary",58,"yes","yes","march",2018-03-01,213,34.83,1,"mortgage",1,-1,0,2457,7
"724",10024190,"18-30",28,"admin.","single","secondary",251,"yes","no","april",2018-04-01,178,119.96,1,"mortgage",1,-1,0,3678,7
"725",10024191,"31-40",36,"blue-collar","married","secondary",688,"yes","no","may",2018-05-01,174,144.46,1,"mortgage",1,-1,0,9765,7
"726",10024192,"41-60",60,"retired","married","primary",364,"yes","yes","june",2018-06-01,631,40.85,1,"mortgage",1,1,1,7543,8
"727",10024193,"41-60",42,"services","divorced","secondary",55,"yes","no","july",2018-07-01,176,21.52,1,"auto ",1,1,1,6895,8
"728",10024194,"41-60",42,"admin.","married","secondary",101,"yes","yes","august",2018-08-01,32,29.73,1,"auto ",1,1,1,7632,8
"729",10024195,"41-60",44,"management","married","tertiary",105,"yes","yes","september",2018-09-01,1529,53.33,1,"auto ",1,1,1,9753,8
"730",10024196,"41-60",51,"blue-collar","divorced","primary",325,"yes","no","october",2018-10-01,254,73.23,1,"auto ",1,1,1,6895,8
"731",10024197,"41-60",49,"blue-collar","married","primary",198,"yes","yes","november",2018-11-01,200,58.72,1,"auto ",1,1,1,7632,8
"732",10024198,"41-60",47,"entrepreneur","married","unknown",209,"yes","yes","december",2018-12-01,135,56.46,1,"auto ",1,1,1,9753,8
"733",10024199,"31-40",37,"blue-collar","married","secondary",183,"yes","no","january",2018-01-01,112,40.02,1,"auto ",1,1,1,2558,8
"734",10024200,"31-40",34,"management","married","tertiary",105,"yes","yes","february",2018-02-01,314,30.88,1,"auto ",1,1,1,2298,8
"735",10024201,"31-40",35,"services","married","secondary",109,"yes","no","march",2018-03-01,597,58.44,1,"unsecured ",1,1,1,3397,8
"736",10024202,"31-40",35,"blue-collar","single","secondary",376,"yes","no","april",2018-04-01,207,52.68,1,"unsecured ",1,1,1,2106,8
"737",10024203,"31-40",40,"blue-collar","married","primary",-7,"yes","no","may",2018-05-01,410,52.68,1,"unsecured ",1,1,1,3521,8
"738",10024204,"41-60",55,"technician","married","secondary",0,"no","yes","june",2018-06-01,160,52.94,1,"unsecured ",1,1,1,2689,8
"739",10024205,"41-60",55,"retired","married","secondary",143,"yes","yes","july",2018-07-01,42,80.96,1,"unsecured ",1,1,1,4384,8
"740",10024206,"31-40",35,"management","single","tertiary",550,"yes","no","august",2018-08-01,55,86.17,1,"mortgage",1,1,1,4080,8
"741",10024207,"41-60",57,"blue-collar","married","primary",162,"yes","yes","september",2018-09-01,155,39.4,1,"mortgage",1,1,1,2127,8
"742",10024208,"41-60",53,"management","married","tertiary",115,"yes","yes","october",2018-10-01,336,70.05,1,"mortgage",1,1,1,5699,8
"743",10024209,"41-60",41,"blue-collar","married","primary",512,"yes","yes","november",2018-11-01,233,185.56,1,"mortgage",1,1,1,3237,8
"744",10024210,"41-60",57,"blue-collar","married","unknown",807,"yes","yes","december",2018-12-01,211,129.14,1,"mortgage",1,1,1,2558,8
"745",10024211,"41-60",45,"blue-collar","married","unknown",248,"yes","yes","january",2018-01-01,88,158.2,1,"mortgage",1,1,1,2298,8
"746",10024212,"41-60",43,"blue-collar","married","primary",1211,"yes","yes","february",2018-02-01,208,26.58,1,"unsecured ",1,1,1,3397,8
"747",10024213,"41-60",56,"self-employed","married","unknown",7,"no","yes","march",2018-03-01,305,12.8,1,"unsecured ",1,1,1,2106,8
"748",10024214,"31-40",31,"entrepreneur","married","tertiary",281,"yes","yes","april",2018-04-01,206,45.39,1,"unsecured ",1,1,1,5699,8
"749",10024215,"31-40",37,"blue-collar","single","secondary",88,"yes","no","may",2018-05-01,128,15.32,1,"unsecured ",1,1,1,3237,8
"750",10024216,"18-30",30,"management","married","tertiary",32,"yes","yes","june",2018-06-01,122,17.51,1,"unsecured ",1,1,1,2558,8
"751",10024217,"18-30",30,"admin.","single","secondary",115,"yes","no","july",2018-07-01,66,49.34,1,"unsecured ",1,1,1,2298,8
"752",10024218,"41-60",54,"blue-collar","married","secondary",254,"yes","yes","august",2018-08-01,66,55.21,1,"unsecured ",1,1,1,5699,8
"753",10024219,"31-40",36,"management","married","tertiary",144,"yes","yes","september",2018-09-01,164,67.79,1,"mortgage",1,1,1,3237,8
"754",10024220,"41-60",55,"unemployed","married","tertiary",383,"no","yes","october",2018-10-01,343,134.76,1,"mortgage",1,1,1,2558,8
"755",10024221,"31-40",37,"admin.","single","secondary",569,"yes","no","november",2018-11-01,126,49.14,1,"mortgage",1,1,1,2298,8
"756",10024222,"31-40",38,"housemaid","married","secondary",0,"yes","no","december",2018-12-01,59,53.94,1,"mortgage",1,1,1,4853,8
"757",10024223,"41-60",48,"admin.","married","secondary",3754,"yes","yes","january",2018-01-01,249,388.683437366575,1,"mortgage",1,1,1,8675,8
"758",10024224,"41-60",55,"housemaid","divorced","tertiary",6920,"yes","yes","february",2018-02-01,406,388.683437366575,1,"mortgage",1,1,1,9764,8
"759",10024225,"41-60",59,"services","married","secondary",307,"yes","yes","march",2018-03-01,250,58.46,1,"auto ",1,1,1,2457,8
"760",10024226,"31-40",37,"technician","married","secondary",-421,"yes","no","april",2018-04-01,183,52.94,1,"unsecured ",1,1,1,3678,8
"761",10024227,"31-40",33,"blue-collar","divorced","secondary",60,"no","no","may",2018-05-01,190,18.3,1,"auto ",1,1,1,9765,8
"762",10024228,"41-60",44,"blue-collar","married","primary",67,"yes","yes","june",2018-06-01,220,47.38,1,"unsecured ",1,1,1,7543,8
"763",10024229,"41-60",57,"technician","married","secondary",402,"yes","yes","july",2018-07-01,153,163.71,1,"auto ",1,1,1,6689,8
"764",10024230,"18-30",30,"self-employed","single","tertiary",800,"no","no","august",2018-08-01,95,126.23,1,"unsecured ",1,1,1,4376,8
"765",10024231,"41-60",42,"technician","married","tertiary",239,"yes","yes","september",2018-09-01,191,91.57,1,"unsecured ",1,1,1,6895,8
"766",10024232,"41-60",51,"blue-collar","divorced","secondary",421,"yes","no","october",2018-10-01,216,75.16,1,"unsecured ",1,1,1,7632,8
"767",10024233,"41-60",44,"admin.","divorced","secondary",161,"yes","no","november",2018-11-01,89,62.27,1,"unsecured ",1,1,1,9753,8
"768",10024234,"41-60",46,"technician","married","secondary",289,"no","yes","december",2018-12-01,51,51.47,1,"unsecured ",1,1,1,2257,8
"769",10024235,"18-30",29,"student","single","secondary",110,"yes","no","january",2018-01-01,169,47.39,1,"unsecured ",1,1,1,6895,8
"770",10024236,"31-40",39,"blue-collar","married","primary",245,"yes","no","february",2018-02-01,148,52.68,1,"unsecured ",1,1,1,6895,8
"771",10024237,"41-60",42,"services","married","secondary",0,"yes","yes","march",2018-03-01,132,58.46,1,"unsecured ",1,1,1,7632,8
"772",10024238,"41-60",50,"blue-collar","married","primary",156,"yes","yes","april",2018-04-01,117,52.68,1,"unsecured ",1,1,1,6895,8
"773",10024239,"41-60",42,"technician","single","secondary",0,"yes","no","may",2018-05-01,275,52.94,1,"unsecured ",1,1,1,7632,8
"774",10024240,"31-40",39,"admin.","married","secondary",20,"yes","no","june",2018-06-01,124,12.38,1,"unsecured ",1,1,1,9753,8
"775",10024241,"41-60",55,"technician","single","tertiary",92,"yes","yes","july",2018-07-01,118,26.12,1,"unsecured ",1,1,1,8675,8
"776",10024242,"41-60",46,"services","married","secondary",89,"yes","yes","august",2018-08-01,479,35.09,1,"auto ",1,1,1,9764,8
"777",10024243,"41-60",42,"blue-collar","married","secondary",166,"yes","yes","september",2018-09-01,285,37.75,1,"business",1,1,1,2457,8
"778",10024244,"41-60",45,"management","married","tertiary",103,"yes","yes","october",2018-10-01,35,59.545,0,"no product",0,0,0,3678,7
"779",10024245,"41-60",43,"blue-collar","married","primary",-454,"yes","yes","november",2018-11-01,322,52.68,0,"no product",0,0,0,9765,7
"780",10024246,"41-60",42,"admin.","married","secondary",445,"yes","yes","december",2018-12-01,202,12.18,0,"no product",0,0,0,6895,7
"781",10024247,"18-30",30,"admin.","married","secondary",4,"no","no","january",2018-01-01,172,18.27,0,"no product",0,0,0,7632,7
"782",10024248,"41-60",47,"blue-collar","married","secondary",1001,"yes","yes","february",2018-02-01,201,52.68,0,"no product",0,0,0,9753,7
"783",10024249,"41-60",51,"services","divorced","secondary",-69,"yes","no","march",2018-03-01,216,58.46,0,"no product",0,0,0,2257,7
"784",10024250,"31-40",38,"technician","single","secondary",42,"yes","no","april",2018-04-01,195,75.23,0,"no product",0,0,0,12353,7
"785",10024251,"41-60",57,"technician","married","unknown",1617,"yes","yes","may",2018-05-01,96,172.57,0,"no product",0,0,0,6895,7
"786",10024252,"41-60",42,"management","divorced","tertiary",221,"yes","yes","june",2018-06-01,720,62.19,0,"no product",0,0,0,7632,7
"787",10024253,"31-40",32,"technician","divorced","secondary",210,"yes","no","july",2018-07-01,188,52.94,1,"mortgage",1,1,1,9753,8
"788",10024254,"41-60",46,"management","married","tertiary",0,"no","yes","august",2018-08-01,70,59.545,1,"mortgage",1,1,1,2257,8
"789",10024255,"18-30",29,"student","single","tertiary",185,"yes","no","september",2018-09-01,141,113.53,1,"unsecured ",1,1,1,12353,8
"790",10024256,"41-60",59,"retired","married","secondary",836,"yes","yes","october",2018-10-01,106,144.81,1,"unsecured ",1,1,1,2356,8
"791",10024257,"31-40",32,"blue-collar","single","secondary",301,"yes","no","november",2018-11-01,395,112.33,1,"unsecured ",1,1,1,7654,8
"792",10024258,"41-60",44,"blue-collar","married","primary",503,"yes","yes","december",2018-12-01,629,130.61,1,"unsecured ",1,1,1,7854,8
"793",10024259,"31-40",40,"retired","married","primary",407,"yes","no","january",2018-01-01,502,42.4,1,"unsecured ",1,1,1,6895,8
"794",10024260,"31-40",31,"blue-collar","single","secondary",53,"yes","no","february",2018-02-01,446,100.85,1,"unsecured ",1,1,1,7632,8
"795",10024261,"41-60",46,"self-employed","married","tertiary",2303,"yes","yes","march",2018-03-01,241,166.24,1,"unsecured ",1,1,1,9753,8
"796",10024262,"41-60",43,"management","married","tertiary",144,"yes","yes","april",2018-04-01,131,49.6,1,"unsecured ",1,1,1,2257,8
"797",10024263,"31-40",34,"services","married","secondary",205,"yes","no","may",2018-05-01,312,72.18,1,"unsecured ",1,1,1,12353,8
"798",10024264,"31-40",39,"management","married","tertiary",305,"yes","yes","june",2018-06-01,275,79.87,1,"unsecured ",1,1,1,2356,8
"799",10024265,"18-30",30,"blue-collar","divorced","secondary",251,"yes","no","july",2018-07-01,120,52.68,1,"unsecured ",1,1,1,7654,8
"800",10024266,"41-60",56,"retired","married","secondary",0,"yes","yes","august",2018-08-01,333,57.32,1,"unsecured ",1,1,1,7854,8
"801",10024267,"18-30",29,"technician","married","secondary",8,"no","no","september",2018-09-01,113,9.63,1,"unsecured ",1,1,1,8954,8
"802",10024268,"31-40",40,"blue-collar","divorced","secondary",139,"yes","no","october",2018-10-01,91,46.17,1,"unsecured ",1,1,1,3678,8
"803",10024269,"31-40",36,"services","married","secondary",184,"yes","no","november",2018-11-01,128,60.41,1,"mortgage",1,1,1,4853,8
"804",10024270,"31-40",37,"blue-collar","single","secondary",238,"yes","no","december",2018-12-01,200,52.68,1,"mortgage",1,1,1,8675,8
"805",10024271,"31-40",35,"admin.","married","secondary",0,"no","no","january",2018-01-01,326,49.14,1,"mortgage",1,1,1,9764,8
"806",10024272,"31-40",35,"blue-collar","married","primary",0,"yes","no","february",2018-02-01,292,52.68,1,"mortgage",1,1,1,2457,8
"807",10024273,"41-60",47,"services","married","primary",222,"yes","yes","march",2018-03-01,68,87.52,1,"mortgage",1,1,1,3678,8
"808",10024274,"31-40",31,"services","married","secondary",414,"yes","no","april",2018-04-01,215,87.71,1,"mortgage",1,1,1,9765,8
"809",10024275,"41-60",56,"retired","single","primary",223,"yes","no","may",2018-05-01,97,60.51,1,"mortgage",1,1,1,7543,8
"810",10024276,"41-60",57,"technician","married","secondary",197,"no","yes","june",2018-06-01,32,52.94,1,"mortgage",1,1,1,6895,8
"811",10024277,"31-40",36,"blue-collar","married","secondary",-251,"yes","no","july",2018-07-01,162,52.68,1,"mortgage",1,1,1,7632,8
"812",10024278,"41-60",45,"self-employed","divorced","secondary",-139,"yes","no","august",2018-08-01,152,23.035,1,"mortgage",1,1,1,9753,8
"813",10024279,"41-60",47,"blue-collar","married","unknown",733,"yes","yes","september",2018-09-01,268,52.68,1,"mortgage",1,1,1,6895,8
"814",10024280,"18-30",29,"technician","single","tertiary",0,"yes","no","october",2018-10-01,104,52.94,1,"mortgage",1,1,1,7632,8
"815",10024281,"41-60",57,"services","married","secondary",1,"no","yes","november",2018-11-01,852,2.84,1,"mortgage",1,1,1,9753,8
"816",10024282,"41-60",45,"blue-collar","married","primary",97,"yes","yes","december",2018-12-01,923,59.3,1,"mortgage",1,1,1,4853,8
"817",10024283,"31-40",31,"blue-collar","single","primary",435,"yes","no","january",2018-01-01,159,52.68,1,"auto ",1,1,1,8675,8
"818",10024284,"31-40",31,"management","divorced","tertiary",0,"yes","no","february",2018-02-01,953,59.545,1,"auto ",1,1,1,9764,8
"819",10024285,"31-40",37,"technician","single","tertiary",147,"no","no","march",2018-03-01,416,6.06,1,"auto ",1,1,1,2457,8
"820",10024286,"18-30",30,"technician","single","tertiary",3,"yes","no","april",2018-04-01,174,16.65,1,"auto ",1,1,1,3678,8
"821",10024287,"41-60",58,"services","divorced","secondary",1109,"yes","no","may",2018-05-01,180,193.23,1,"auto ",1,1,1,9765,8
"822",10024288,"31-40",33,"services","married","secondary",404,"yes","no","june",2018-06-01,139,181.73,1,"auto ",1,1,1,7543,8
"823",10024289,"31-40",39,"blue-collar","married","primary",981,"yes","no","july",2018-07-01,294,88.13,1,"auto ",1,1,1,6689,5
